Nome	Categoria	Programa	Posicao	Tipo
MARIA TERESA GOMES BARBOSA	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
BARBARA MOURA DIAS E SILVA	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
CLAUDIA VALERIA GAVIO COURA	Participante Externo	32005016029P4	3	ARTIGO EM PERIÓDICO
WILIAN DANIEL HENRIQUES DO AMARAL	Discente - Mestrado	32005016029P4	1	TRABALHO EM ANAIS
GUILHERME VALLE LOURES BRANDAO	Discente - Mestrado	32005016029P4	2	TRABALHO EM ANAIS
JOSE ALBERTO BARROSO CASTANON	Docente	32005016029P4	3	TRABALHO EM ANAIS
ANA FLAVIA RAMOS CRUZ	Discente - Mestrado	32005016029P4	1	ARTIGO EM PERIÓDICO
MARIA TERESA GOMES BARBOSA	Docente	32005016029P4	2	ARTIGO EM PERIÓDICO
JOSE ALBERTO BARROSO CASTANON	Docente	32005016029P4	3	ARTIGO EM PERIÓDICO
CARLOS EDUARDO DA ROCHA SANTOS	Discente - Mestrado	32005016029P4	1	ARTIGO EM PERIÓDICO
FREDERICO BRAIDA RODRIGUES DE PAULA	Docente	32005016029P4	2	ARTIGO EM PERIÓDICO
JOSE GUSTAVO FRANCIS ABDALLA	Docente	32005016029P4	3	ARTIGO EM PERIÓDICO
LEONARDO SANCHES	Discente - Mestrado	32005016029P4	1	ARTIGO EM PERIÓDICO
JOSE GUSTAVO FRANCIS ABDALLA	Docente	32005016029P4	2	ARTIGO EM PERIÓDICO
MARIA APARECIDA STEINHERZ HIPPERT	Docente	32005016029P4	3	ARTIGO EM PERIÓDICO
KARLIANE MASSARI FONSECA	Discente - Mestrado	32005016029P4	1	ARTIGO EM PERIÓDICO
MARCELO LUIS RIBEIRO SILVA TAVARES	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
LUCIA MARIA SÁ ANTUNES COSTA	Participante Externo	32005016029P4	3	ARTIGO EM PERIÓDICO
ANTONIO FERREIRA COLCHETE FILHO	Docente	32005016029P4	4	ARTIGO EM PERIÓDICO
MARIA TERESA GOMES BARBOSA	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
Maria Manuela de Oliveira Guedes de Almeida	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
FERNANDO TADEU DE ARAUJO LIMA	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
MAURO SANTORO CAMPELLO	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
RICARDO FERREIRA LOPES	Participante Externo	32005016029P4	3	ARTIGO EM PERIÓDICO
ANA APARECIDA BARBOSA PEREIRA	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
VICTOR HUGO GODOY DO NASCIMENTO	Participante Externo	32005016029P4	1	ARTIGO EM PERIÓDICO
CARINA FOLENA CARDOSO	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
MARCELO LUIS RIBEIRO SILVA TAVARES	Participante Externo	32005016029P4	3	ARTIGO EM PERIÓDICO
MARIANE GARCIA UNANUE	Participante Externo	32005016029P4	4	ARTIGO EM PERIÓDICO
PATRICIA MENEZES MAYA MONTEIRO	Participante Externo	32005016029P4	5	ARTIGO EM PERIÓDICO
FREDERICO BRAIDA RODRIGUES DE PAULA	Docente	32005016029P4	6	ARTIGO EM PERIÓDICO
ANTONIO FERREIRA COLCHETE FILHO	Docente	32005016029P4	7	ARTIGO EM PERIÓDICO
MARCOS OLENDER	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
ANTONIO FERREIRA COLCHETE FILHO	Docente	32005016029P4	1	ARTIGO EM PERIÓDICO
FREDERICO BRAIDA RODRIGUES DE PAULA	Docente	32005016029P4	2	ARTIGO EM PERIÓDICO
LUCIA MARIA SÁ ANTUNES COSTA	Participante Externo	32005016029P4	3	ARTIGO EM PERIÓDICO
JULIANA VAREJAO GIESE	Discente - Mestrado	32005016029P4	4	ARTIGO EM PERIÓDICO
LIVEA ROCHA PEREIRA	Discente - Mestrado	32005016029P4	1	ARTIGO EM PERIÓDICO
ANTONIO FERREIRA COLCHETE FILHO	Docente	32005016029P4	2	ARTIGO EM PERIÓDICO
TIAGO GORETTI RIBEIRO	Participante Externo	32005016029P4	1	ARTIGO EM PERIÓDICO
VICTOR HUGO GODOY DO NASCIMENTO	Participante Externo	32005016029P4	2	ARTIGO EM PERIÓDICO
ANTONIO FERREIRA COLCHETE FILHO	Docente	32005016029P4	3	ARTIGO EM PERIÓDICO
FABIOLA BELINGER ANGOTTI	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
MARCELO HAMILTON SBARRA	Discente - Doutorado	31001017088P2	2	ARTIGO EM PERIÓDICO
PAULO AFONSO RHEINGANTZ	Docente	31001017088P2	3	ARTIGO EM PERIÓDICO
ROSA MARIA LEITE RIBEIRO PEDRO	Participante Externo	31001017088P2	4	ARTIGO EM PERIÓDICO
ALDA DE AZEVEDO FERREIRA LEMOS	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
FERNANDO PEDRO DE CARVALHO ONO	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
CLAUDIA CARVALHO LEME NOBREGA	Docente	31001017088P2	3	ARTIGO EM PERIÓDICO
ALDA DE AZEVEDO FERREIRA LEMOS	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
FERNANDO PEDRO DE CARVALHO ONO	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
FABIOLA DO VALLE ZONNO	Docente	31001017088P2	1	ARTIGO EM PERIÓDICO
ALICE CALHAU GUIMARAES	Discente - Mestrado	31001017088P2	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
LEILA DAL MORO	Participante Externo	31001017088P2	1	ARTIGO EM PERIÓDICO
ADALBERTO PANDOLFO	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
MARCELE SALLES MARTINS	Participante Externo	31001017088P2	3	ARTIGO EM PERIÓDICO
ALINE PIMENTEL GOMES	Participante Externo	31001017088P2	4	ARTIGO EM PERIÓDICO
LAERCIO STOLFO MACULAN	Discente - Doutorado	31001017088P2	5	ARTIGO EM PERIÓDICO
PAULO AFONSO RHEINGANTZ	Docente	31001017088P2	1	ARTIGO EM PERIÓDICO
ROSA MARIA LEITE RIBEIRO PEDRO	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
FABIOLA BELINGER ANGOTTI	Discente - Doutorado	31001017088P2	3	ARTIGO EM PERIÓDICO
MARCELO HAMILTON SBARRA	Discente - Doutorado	31001017088P2	4	ARTIGO EM PERIÓDICO
FELIPE AZEVEDO BOSI	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
ETHEL PINHEIRO SANTANA	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
BERNARDO DA SILVA VIEIRA	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
RENATA DALBEM	Sem Categoria	31001017088P2	1	ARTIGO EM PERIÓDICO
EDUARDO GRALA DA CUNHA	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
PAULO AFONSO RHEINGANTZ	Docente	31001017088P2	3	ARTIGO EM PERIÓDICO
Romeu da Silva Vicente	Participante Externo	31001017088P2	4	ARTIGO EM PERIÓDICO
ANTONIO CESAR SILVEIRA BAPTISTA DA SILVA	Participante Externo	31001017088P2	5	ARTIGO EM PERIÓDICO
DENISE DE CASTILHO PROVENZANO	Discente - Mestrado	31001017088P2	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
MARIANA MARQUES ALMEIDA	Discente - Mestrado	31001017088P2	1	ARTIGO EM PERIÓDICO
GISELLE CHAVES ARTEIRO	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
ALEXANDRE MAURICIO MATIELLO	Discente - Doutorado	31001017088P2	1	TRABALHO EM ANAIS
ELZA MARIA ALVES COSTEIRA	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
SILVIO SOARES MACEDO	Participante Externo	31001017088P2	1	ARTIGO EM PERIÓDICO
VERA REGINA TANGARI	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
ALEXANDRE MAURICIO MATIELLO	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
ANA LAURA VIANNA VILLELA	Discente - Doutorado	31001017088P2	2	ARTIGO EM PERIÓDICO
GUILHERME RODRIGUES BRUNO	Discente - Doutorado	31001017088P2	3	ARTIGO EM PERIÓDICO
GISELLE CHAVES ARTEIRO	Docente	31001017088P2	4	ARTIGO EM PERIÓDICO
JULIA DELMONDES FREITAS DE SANTANA	Discente - Mestrado	31001017088P2	1	ARTIGO EM PERIÓDICO
PAULO AFONSO RHEINGANTZ	Docente	31001017088P2	1	ARTIGO EM PERIÓDICO
EDUARDO GRALA DA CUNHA	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
JAQUELINE DE LIMA PIRES	Participante Externo	31001017088P2	3	ARTIGO EM PERIÓDICO
LUIZA C. QUINTANA	Sem Categoria	31001017088P2	4	ARTIGO EM PERIÓDICO
THALITA DOS S. MACIEL	Sem Categoria	31001017088P2	5	ARTIGO EM PERIÓDICO
CAROLINA DYTZ SEOANE	Discente - Bacharelado	31001017088P2	6	ARTIGO EM PERIÓDICO
ANTONIO C. B. DA SILVA	Sem Categoria	31001017088P2	7	ARTIGO EM PERIÓDICO
VIVIANE MULECH	Participante Externo	31001017088P2	8	ARTIGO EM PERIÓDICO
CAROLINA MACHADO BELTRAME	Participante Externo	31001017088P2	9	ARTIGO EM PERIÓDICO
DENIO MUNIA BENFATTI	Participante Externo	31001017088P2	1	ARTIGO EM PERIÓDICO
VERA REGINA TANGARI	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
RODRIGO DAS NEVES COSTA	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
GISELLE CHAVES ARTEIRO	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
ROSA MARIA LEITE RIBEIRO PEDRO	Participante Externo	31001017088P2	3	ARTIGO EM PERIÓDICO
PAULO AFONSO RHEINGANTZ	Docente	31001017088P2	1	ARTIGO EM PERIÓDICO
MARCO ANTONIO VILCA MAMANI	Discente - Mestrado	31001017088P2	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
MAIARA ROBERTA SANTOS MORSCH	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
MASCARÓ, J. J	Sem Categoria	31001017088P2	2	ARTIGO EM PERIÓDICO
PANDOLFO, A	Sem Categoria	31001017088P2	3	ARTIGO EM PERIÓDICO
CRISTIANE ROSE DE SIQUEIRA DUARTE	Docente	31001017088P2	1	ARTIGO EM PERIÓDICO
ILANA SANCOVSCHI	Discente - Mestrado	31001017088P2	2	ARTIGO EM PERIÓDICO
INES DE AZEVEDO ISIDORO	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
Teresa Marquito Marat-Mendes	Participante Externo	31001017088P2	2	ARTIGO EM PERIÓDICO
VERA REGINA TANGARI	Docente	31001017088P2	3	ARTIGO EM PERIÓDICO
FABIANA DIAS DA SILVA	Discente - Doutorado	31001017088P2	1	ARTIGO EM PERIÓDICO
MONICA SANTOS SALGADO	Docente	31001017088P2	2	ARTIGO EM PERIÓDICO
DEBORA SANCHES	Docente	33248010001P0	1	ARTIGO EM PERIÓDICO
DEBORA SANCHES	Docente	33248010001P0	1	ARTIGO EM PERIÓDICO
ANGELICA APARECIDA TANUS BENATTI ALVIM	Participante Externo	33248010001P0	2	ARTIGO EM PERIÓDICO
PATRICIA DE FREITAS NERBAS	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
MARIA ALICE MEDEIROS DIAS	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
HORACIO TORRENT	Participante Externo	42001013049P8	1	ARTIGO EM PERIÓDICO
CLÁUDIA PIANTÁ COSTA CABRAL	Docente	42001013049P8	2	ARTIGO EM PERIÓDICO
EDSON DA CUNHA MAHFUZ	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
MARCOS PAULO CERETO	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
DOUGLAS VIEIRA DE AGUIAR	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
EGON VETTORAZZI	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
NATHALIA CANTERGIANI FAGUNDES DE OLIVEIRA	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
ROGERIO DE CASTRO OLIVEIRA	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
ANDERSON CLAUDIO DALL ALBA	Discente - Mestrado	42001013049P8	1	ARTIGO EM PERIÓDICO
DANIEL PITTA FISCHMANN	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
FERNANDO ESTEBAN DIEZ	Participante Externo	42001013049P8	1	ARTIGO EM PERIÓDICO
CLÁUDIA PIANTÁ COSTA CABRAL	Docente	42001013049P8	2	ARTIGO EM PERIÓDICO
CLÁUDIA PIANTÁ COSTA CABRAL	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
FABIO BORTOLI	Discente - Doutorado	42001013049P8	1	ARTIGO EM PERIÓDICO
DOUGLAS VIEIRA DE AGUIAR	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
CLÁUDIA PIANTÁ COSTA CABRAL	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
CLÁUDIA PIANTÁ COSTA CABRAL	Docente	42001013049P8	1	ARTIGO EM PERIÓDICO
HELENA BENDER	Discente - Doutorado	42001013049P8	2	ARTIGO EM PERIÓDICO
FERNANDO MAURICIO ESPOSITO GALARCE	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
ADRIANA SANSAO FONTES	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
RAFAEL SOARES GONCALVES	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
MAIRA MACHADO MARTINS	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
ANDRE LUIS CAVALCANTI BUENO	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
NOEMI DE LA ROCQUE RODRIGUEZ	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
ELISA DOMINGUEZ SOTELINO	Docente	31005012039P7	3	ARTIGO EM PERIÓDICO
NICOLAS ALEXANDROS PAPADOPOULOS	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
ELISA DOMINGUEZ SOTELINO	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
LUIZ FERNANDO CAMPOS RAMOS MARTHA	Docente	31005012039P7	3	ARTIGO EM PERIÓDICO
DANIEL LUIZ DE MATTOS NASCIMENTO	Participante Externo	31005012039P7	4	ARTIGO EM PERIÓDICO
PEDRO SAIEG FARIA	Participante Externo	31005012039P7	5	ARTIGO EM PERIÓDICO
FERNANDO MAURICIO ESPOSITO GALARCE	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
FERNANDO MAURICIO ESPOSITO GALARCE	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
ADRIANA SANSAO FONTES	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
LUIZA GABRIELA ARAUJO DA SILVA	Discente - Bacharelado	31005012039P7	1	ARTIGO EM PERIÓDICO
MARILIA DO AMARAL SOARES	Discente - Bacharelado	31005012039P7	2	ARTIGO EM PERIÓDICO
FERNANDO BETIM PAES LEME	Docente	31005012039P7	3	ARTIGO EM PERIÓDICO
DANIEL LUIZ DE MATTOS NASCIMENTO	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
ELISA DOMINGUEZ SOTELINO	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
THIAGO PIRES SANTOLONI LARA	Participante Externo	31005012039P7	3	ARTIGO EM PERIÓDICO
RODRIGO GOYANNES GUSMAO CAIADO	Participante Externo	31005012039P7	4	ARTIGO EM PERIÓDICO
PAULO IVSON NETTO SANTOS	Participante Externo	31005012039P7	5	ARTIGO EM PERIÓDICO
MONICA CAVALCANTE DE AGUIAR	Discente - Mestrado	31005012039P7	1	ARTIGO EM PERIÓDICO
MARCOS OSMAR FAVERO	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
ANTONIO CARLOS DE OLIVEIRA MIRANDA	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
LUIZ FERNANDO CAMPOS RAMOS MARTHA	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
ANTONIO CARLOS DE OLIVEIRA MIRANDA	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
LUIZ FERNANDO CAMPOS RAMOS MARTHA	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
MARCOS DE OLIVEIRA LAGE FERREIRA	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
LUIZ FERNANDO CAMPOS RAMOS MARTHA	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
JOSÉ PAULO BAPTISTA MOITINHO DE ALMEIDA	Participante Externo	31005012039P7	3	ARTIGO EM PERIÓDICO
HELIO CORTES VIEIRA LOPES	Participante Externo	31005012039P7	4	ARTIGO EM PERIÓDICO
FERNANDO MAURICIO ESPOSITO GALARCE	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
ADRIANA SANSAO FONTES	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
MARCOS OSMAR FAVERO	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
MARCO ANTONIO MEGGIOLARO	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
JAIME TUPIASSU PINHO DE CASTRO	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
LUIZ FERNANDO CAMPOS RAMOS MARTHA	Docente	31005012039P7	3	ARTIGO EM PERIÓDICO
LUIS FERNANDO NAZARE MARQUES	Participante Externo	31005012039P7	4	ARTIGO EM PERIÓDICO
ANA LUIZA DE SOUZA NOBRE	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
MARCOS OSMAR FAVERO	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
ANDRES MARTIN PASSARO	Participante Externo	31005012039P7	2	ARTIGO EM PERIÓDICO
DANIEL LUIZ DE MATTOS NASCIMENTO	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
ELISA DOMINGUEZ SOTELINO	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
RODRIGO GOYANNES GUSMAO CAIADO	Participante Externo	31005012039P7	3	ARTIGO EM PERIÓDICO
PAULO IVSON NETTO SANTOS	Participante Externo	31005012039P7	4	ARTIGO EM PERIÓDICO
PEDRO SAIEG FARIA	Participante Externo	31005012039P7	5	ARTIGO EM PERIÓDICO
MARCOS OSMAR FAVERO	Docente	31005012039P7	1	ARTIGO EM PERIÓDICO
Mohammad N. Nahid. 	Participante Externo	31005012039P7	1	ARTIGO EM PERIÓDICO
ELISA DOMINGUEZ SOTELINO	Docente	31005012039P7	2	ARTIGO EM PERIÓDICO
BRIAN LATTIMER	Participante Externo	31005012039P7	3	ARTIGO EM PERIÓDICO
CLARA OVIDIO DE MEDEIROS RODRIGUES	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
VERONICA MARIA FERNANDES DE LIMA	Docente	23001011024P1	2	ARTIGO EM PERIÓDICO
TADEU MATTOS FARIAS	Participante Externo	23001011024P1	1	ARTIGO EM PERIÓDICO
FERNANDA FERNANDES GURGEL	Participante Externo	23001011024P1	2	ARTIGO EM PERIÓDICO
RAQUEL FARIAS DINIZ	Participante Externo	23001011024P1	3	ARTIGO EM PERIÓDICO
GLEICE VIRGINIA MEDEIROS DE AZAMBUJA ELALI	Docente	23001011024P1	4	ARTIGO EM PERIÓDICO
BARBARA LAIS FELIPE DE OLIVEIRA	Participante Externo	23001011024P1	1	ARTIGO EM PERIÓDICO
ALDOMAR PEDRINI	Docente	23001011024P1	2	ARTIGO EM PERIÓDICO
EDNA MOURA PINTO	Docente	23001011024P1	3	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
JOSE CLEWTON DO NASCIMENTO	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
EUNADIA SILVA CAVALCANTE	Participante Externo	23001011024P1	2	ARTIGO EM PERIÓDICO
ANGELA LUCIA DE ARAUJO FERREIRA	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
JOSE MARIA BEASCOECHEA GANGOITI	Sem Categoria	23001011024P1	2	ARTIGO EM PERIÓDICO
GABRIEL LEOPOLDINO PAULO DE MEDEIROS	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
GEORGE ALEXANDRE FERREIRA DANTAS	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
ANGELA LUCIA DE ARAUJO FERREIRA	Docente	23001011024P1	2	ARTIGO EM PERIÓDICO
NELCI TINEM	Docente	23001011024P1	1	ARTIGO EM PERIÓDICO
GERMANA COSTA ROCHA	Participante Externo	23001011024P1	2	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Participante Externo	23001011024P1	3	ARTIGO EM PERIÓDICO
CLARA OVIDIO DE MEDEIROS RODRIGUES	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
ALDOMAR PEDRINI	Docente	23001011024P1	2	ARTIGO EM PERIÓDICO
CINTIA CAMILA LIBERALINO	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011024P1	2	ARTIGO EM PERIÓDICO
GABRIELA DE ANDRADE LIRA MOTA	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
FREDERICO AUGUSTO LUNA TAVARES	Discente - Doutorado	23001011024P1	1	ARTIGO EM PERIÓDICO
SIMONE NEIVA LOURES GONCALVES	Docente	30011019103P0	1	ARTIGO EM PERIÓDICO
JANAINA TORRES LESSA	Participante Externo	30011019103P0	1	ARTIGO EM PERIÓDICO
LUCIANA TELES MOURA	Docente	30011019103P0	2	ARTIGO EM PERIÓDICO
ALICE CALHAU GUIMARÃES	Sem Categoria	30011019103P0	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	30011019103P0	2	ARTIGO EM PERIÓDICO
DENISE DE CASTILHO PROVENZANO	Sem Categoria	30011019103P0	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	30011019103P0	2	ARTIGO EM PERIÓDICO
LIZIANE DE OLIVEIRA JORGE	Participante Externo	30011019103P0	1	ARTIGO EM PERIÓDICO
CYNTHIA MARCONSINI LOUREIRO SANTOS	Docente	30011019103P0	2	ARTIGO EM PERIÓDICO
LIVIA CAROLINA TAVARES LACERDA	Participante Externo	30011019103P0	3	ARTIGO EM PERIÓDICO
LARISSA LETICIA ANDARA RAMOS	Docente	30011019103P0	1	ARTIGO EM PERIÓDICO
LUCIANA APARECIDA NETTO DE JESUS	Participante Externo	30011019103P0	2	ARTIGO EM PERIÓDICO
MARCO ANTONIO VILCA MAMANI	Sem Categoria	30011019103P0	1	ARTIGO EM PERIÓDICO
LEOPOLDO EURICO GONCALVES BASTOS	Docente	30011019103P0	2	ARTIGO EM PERIÓDICO
PAULO JOSE LISBOA NOBRE	Docente	23001011052P5	1	ARTIGO EM PERIÓDICO
TADEU MATTOS FARIAS	Participante Externo	23001011052P5	1	ARTIGO EM PERIÓDICO
FERNANDA FERNANDES GURGEL	Participante Externo	23001011052P5	2	ARTIGO EM PERIÓDICO
RAQUEL FARIAS DINIZ	Participante Externo	23001011052P5	3	ARTIGO EM PERIÓDICO
GLEICE VIRGINIA MEDEIROS DE AZAMBUJA ELALI	Docente	23001011052P5	4	ARTIGO EM PERIÓDICO
BARBARA LAIS FELIPE DE OLIVEIRA	Participante Externo	23001011052P5	1	ARTIGO EM PERIÓDICO
ALDOMAR PEDRINI	Docente	23001011052P5	2	ARTIGO EM PERIÓDICO
EDNA MOURA PINTO	Docente	23001011052P5	3	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011052P5	1	ARTIGO EM PERIÓDICO
JOSE CLEWTON DO NASCIMENTO	Docente	23001011052P5	1	ARTIGO EM PERIÓDICO
EUNADIA SILVA CAVALCANTE	Docente	23001011052P5	2	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011052P5	1	ARTIGO EM PERIÓDICO
GEORGE ALEXANDRE FERREIRA DANTAS	Docente	23001011052P5	1	ARTIGO EM PERIÓDICO
ANGELA LUCIA DE ARAUJO FERREIRA	Participante Externo	23001011052P5	2	ARTIGO EM PERIÓDICO
CLARA OVIDIO DE MEDEIROS RODRIGUES	Participante Externo	23001011052P5	1	ARTIGO EM PERIÓDICO
ALDOMAR PEDRINI	Docente	23001011052P5	2	ARTIGO EM PERIÓDICO
CINTIA CAMILA LIBERALINO	Participante Externo	23001011052P5	1	ARTIGO EM PERIÓDICO
RUBENILSON BRAZAO TEIXEIRA	Docente	23001011052P5	2	ARTIGO EM PERIÓDICO
CRISTIANA MARIA SOBRAL GRIZ	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
LUIZ MANUEL DO EIRADO AMORIM	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
LETICIA TEIXEIRA MENDES	Participante Externo	24001015052P8	3	ARTIGO EM PERIÓDICO
DORALICE SÁTYRO MAIA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
MARCIO COTRIM CUNHA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
NELCI TINEM	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
WYLNNA CARLOS LIMA VIDAL	Discente - Doutorado	24001015052P8	3	ARTIGO EM PERIÓDICO
ANNELIESE HEYDEN CABRAL DE LIRA	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
JOSE AUGUSTO RIBEIRO DA SILVEIRA	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
EDSON LEITE RIBEIRO	Participante Externo	24001015052P8	3	ARTIGO EM PERIÓDICO
MILENA DUTRA DA SILVA	Participante Externo	24001015052P8	4	ARTIGO EM PERIÓDICO
LUCIANA ANDRADE DOS PASSOS	Participante Externo	24001015052P8	5	ARTIGO EM PERIÓDICO
FRANCISCO DE ASSIS DA COSTA	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
RAFAEL EDUARDO LOPEZ GUERRERO	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
ALUISIO BRAZ DE MELO	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
TATYANE NADJA MARTINS DE MENDONCA	Participante Externo	24001015052P8	2	ARTIGO EM PERIÓDICO
EDSON LEITE RIBEIRO	Participante Externo	24001015052P8	1	ARTIGO EM PERIÓDICO
GEOVANY JESSE ALEXANDRE DA SILVA	Docente	24001015052P8	2	ARTIGO EM PERIÓDICO
JOSE AUGUSTO RIBEIRO DA SILVEIRA	Docente	24001015052P8	3	ARTIGO EM PERIÓDICO
LUIZ MANUEL DO EIRADO AMORIM	Docente	24001015052P8	1	ARTIGO EM PERIÓDICO
MAURO NORMANDO MACEDO BARROS FILHO	Participante Externo	24001015052P8	2	ARTIGO EM PERIÓDICO
